,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
30,Godzilla vs. Kong,2021,Adam Wingard,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Lance Reddick', 'Kyle Chandler', 'Demián Bichir', 'Kaylee Hottle', 'Hakeem Kae-Kazim', 'Ronny Chieng', 'John Pirruccello', 'Chris Chalk', 'Conlan Casal', 'Brad McMurray', 'Benjamin Rigby', 'Nick Turello', 'Daniel Nelson', 'Priscilla Doueihy', 'Kei Kudo', 'Bradd Buckley', 'John Walton', 'Daniel Tuiara', 'David Castillo', 'Kofi Yiadom', 'Jim Palmer', 'Drew Walton', 'Tara Wraith', 'Jason Virgil', 'Grisel Toledo', 'Jason Szabo', 'Jason Speer', 'Sen Shao', 'Scott M. Schewe', 'Charles Sans', 'Tasneem Roc', 'Jon Quested', 'Joel Pierce', 'Sofia Nolan', 'Shawn McBride', 'Victoria Liu', 'Sonny Le', 'Santi Lawson', 'Garreth Hadfield']",,2.88,https://letterboxd.com//film/godzilla-vs-kong/
31,Wheel of Fortune and Fantasy,2021,Ryusuke Hamaguchi,"['Kotone Furukawa', 'Ayumu Nakajima', 'Hyunri', 'Kiyohiko Shibukawa', 'Katsuki Mori', 'Shouma Kai', 'Fusako Urabe', 'Aoba Kawai']",4.0,3.98,https://letterboxd.com//film/wheel-of-fortune-and-fantasy/
32,Delicious,2021,Éric Besnard,"['Isabelle Carré', 'Grégory Gadebois', 'Benjamin Lavernhe', 'Guillaume de Tonquédec', 'Christian Bouillette', 'Lorenzo Lefèbvre', 'Marie-Julie Baup', 'Laurent Bateau', 'Félix Fournier', 'François de Brauer', 'Benjamin Lhommas', 'Louise Rossignon', 'Fabien Rasplus', 'Nicolas Fine', 'Rémy Salvador', 'Lionel Buisson', 'Anthony Candellier', 'Simon Jouannot', 'Jérôme Quintard', 'Elizabeth Saint Blancat', 'Gilles Jehlen', 'Pauline Hercule', 'Manon Combes', 'Christophe Rossignon', 'Jérémy Lopez', 'Chloé Astor']",1.0,3.26,https://letterboxd.com//film/delicious-2021/
33,CODA,2021,Siân Heder,"['Emilia Jones', 'Marlee Matlin', 'Troy Kotsur', 'Eugenio Derbez', 'Ferdia Walsh-Peelo', 'Daniel Durant', 'Amy Forsyth', 'Kevin Chapman', 'John Fiore', 'Lonnie Farmer', 'Courtland Jones', 'Molly Beth Thomas', 'Ayana Brown', 'Jason Pugatch', 'Kyana Fanene', 'Anilee List', 'Stone Martin', 'Maeve Chapman', 'Stephen Caliskan', 'Amanda Bradshaw', 'Bryan Sabbag', 'Kayla Caulfield', 'Samidio DePina', 'Dominic Andersen', 'Jose Guns Alves', 'Owen Burke', 'Lance Norris', 'Mark Pettograsso', 'Tony Viveiros', 'Armen Garo', 'Jared Voss', 'Emilia Faucher', 'Marilyn Busch', 'Melissa McMeekin', 'Erica McDermott', 'Garrett McKechnie', 'Rebecca Gibel', 'TJ Ciarametaro', 'Gary Galone', 'Nikki Kim', 'Mary Ann Schaub', 'Cassandra Berta', 'Sarah Clarke', 'Rena Maliszewski', 'David Newsom', 'Kiara Pichardo', 'Pamela Jayne Morgan', 'Elbert Kim', 'Dominic Cannarella-Andersen']",4.0,3.86,https://letterboxd.com//film/coda-2021/
34,Burrow,2020,Madeline Sharafian,,,3.81,https://letterboxd.com//film/burrow/
35,Mank,2020,David Fincher,"['Gary Oldman', 'Amanda Seyfried', 'Lily Collins', 'Arliss Howard', 'Tom Pelphrey', 'Sam Troughton', 'Ferdinand Kingsley', 'Tuppence Middleton', 'Tom Burke', 'Joseph Cross', 'Jamie McShane', 'Toby Leonard Moore', 'Monika Gossmann', 'Charles Dance', 'Jack Romano', 'Adam Shapiro', 'John Churchill', 'Jeff Harms', 'Derek Petropolis', 'Sean Persaud', 'Paul Fox', 'Tom Simmons', 'Nick Job', 'Colin Ward', 'Cooper Tomlinson', 'Julie Collis', 'Arlo Mertz', 'Craig Welzbacher', 'Jessie Cohen', 'Desiree Louise', 'Amie Farrell', 'Ian Boyd', 'Jay Villwock', 'Lou George', 'John Lee Ames', 'Bill Nye', 'Richmond Arquette', 'David Lee Smith', 'Mario Di Donato', 'James Patrick Duffy', 'Flo Lawrence', 'Sebastian Faure', 'Randy Davison', 'Christian Prentice', 'Leven Rambin', 'Rick Pasqualone', 'Gary Teitelbaum', 'Eden Wattez', 'Roslyn Cohn', 'Mark Fite', 'John Patrick Jordan', 'Ben Mankiewicz', 'Natalie Denise Sperl', 'Brian Michael Jones', 'Camille Montgomery', 'Craig Robert Young', 'Paul Carafotes', 'Anne Beyer', 'Joey Hagler', 'Sean Donnellan', 'Stewart Skelton', 'Malachi Rivers', 'Keith Barber', 'Kaytlin Borgen', 'Madison West', 'Elvy', 'Ali Axelrad', 'Adrienne Evans', 'Wylie Small', 'Dana Lyn Baron', 'Jaclyn Bethany', 'Cary Christopher', 'Michelle Twarowska', 'Kingston Vernes', 'Jordan Matlock', 'Anthony Molinari', 'Daniel Hoffman']",,3.28,https://letterboxd.com//film/mank/
36,Soul,2020,Pete Docter,"['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House', 'Alice Braga', 'Richard Ayoade', 'Phylicia Rashād', 'Donnell Rawlings', 'Questlove', 'Angela Bassett', 'Cora Champommier', 'Margo Hall', 'Daveed Diggs', 'Rhodessa Jones', 'Wes Studi', 'Sakina Jaffrey', 'Fortune Feimster', 'Calum Grant', 'Laura Mooney', 'Zenobia Shroff', 'June Squibb', 'Ochuwa Oghie', 'Jeannie Tirado', 'Cathy Cavadini', 'Dorian Lockett', 'Doris Burke', 'Ronnie del Carmen', 'Esther K. Chae', 'Élisapie', 'Marcus Shelby']",,3.99,https://letterboxd.com//film/soul-2020/
37,Lina Bo Bardi – A Marvelous Entanglement,2020,Isaac Julien,"['Lina Bo Bardi', 'Fernanda Torres', 'Fernanda Montenegro']",2.5,,https://letterboxd.com//film/lina-bo-bardi-a-marvelous-entanglement/
38,I Care a Lot,2020,J Blakeson,"['Rosamund Pike', 'Peter Dinklage', 'Eiza González', 'Dianne Wiest', 'Chris Messina', 'Isiah Whitlock Jr.', 'Macon Blair', 'Alicia Witt', 'Damian Young', 'Nicholas Logan', 'Liz Eng', 'Georgia Lyman', 'Moira Driscoll', 'Gary Tanguay', 'Lizzie Short', 'Kevin McCormick', 'Michael Malvesti', 'Ava Gaudet', 'Celeste Oliva', 'Chris Everett', 'Danny Schoch', 'Evelyn Howe', 'Kevin Fennessy', 'Ralph Ayala', 'Jose Guns Alves', 'Anthony Hoang', 'Roger Dillingham Jr.', 'Chad Knorr']",,3.14,https://letterboxd.com//film/i-care-a-lot/
39,Nomadland,2020,Chloé Zhao,"['Frances McDormand', 'David Strathairn', 'Linda May', 'Swankie', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino', 'Teresa Buchanan', 'Karie Lynn McDermott Wilder', 'Brandy Wilber', 'Makenzie Etcheverry', 'Bob Wells', 'Annette Webb', 'Rachel Bannon', 'Bryce Bedsworth', 'Sherita Deni Coker', 'Merle Redwing', 'Forrest Bault', 'Suanne Carlson', 'Donnie Miller', 'Roxanne Bay', 'Matt Sfaelos', 'Ronald O. Zimmerman', 'Derek Endres', 'Paige Dean', 'Paul Winer', 'Derrick Janis', 'Greg Barber', 'Carol Anne Hodge', 'Matthew Stinson', 'Terry Phillip', 'Bradford Lee Riza', 'Tay Strathairn', 'Cat Clifford', 'James R. Taylor, Jr.', 'Jeremy Greenman', 'Ken Greenman', 'Melissa Smith', 'Warren Keith', 'Jeff Andrews', 'Paul Cunningham', 'Emily Foley', 'Mike Sells', 'Peter Spears', 'Cheryl Davis']",,3.81,https://letterboxd.com//film/nomadland/
40,Stealing Pulp Fiction,2020,Danny Turkiewicz,"['Danny Turkiewicz', 'Cazzie David']",4.0,3.34,https://letterboxd.com//film/stealing-pulp-fiction/
41,Phenomena,2020,Bruno Arnabar,['Bruno Arnabar'],5.0,,https://letterboxd.com//film/phenomena-2020-1/
42,Out,2020,Steven Clay Hunter,"['Bernadette Sullivan', 'Kyle McDaniel', 'Caleb Cabrera', 'Matthew Martin']",,3.78,https://letterboxd.com//film/out-2020-1/
43,Inheritance,2020,Vaughn Stein,"['Lily Collins', 'Simon Pegg', 'Connie Nielsen', 'Chace Crawford', 'Patrick Warburton', 'Marque Richardson', 'Michael Beach', 'Joe Herrera', 'Christina DeRosa', 'Lucas Alexander Ayoub', 'Rebecca Adams', 'Mariyah Francis', 'Chris Gann', 'Jim E. Chandler', 'Harrison Stone', 'Lydia Hand', 'Grae Marino', 'Katie Callaway', 'Ashley Pereira', 'Hamid-Reza Benjamin Thompson', 'Meagan Bown', 'Alec James', 'Josh Murray']",1.0,2.51,https://letterboxd.com//film/inheritance-2020/
44,Zola,2020,Janicza Bravo,"['Taylour Paige', 'Riley Keough', 'Colman Domingo', 'Nicholas Braun', ""Ari'el Stachel"", 'Nelcie Souffrant', 'Nasir Rahim', 'Jason Mitchell', 'Ts Madison', 'Latasha Glenn', 'Kalesha Johnson', 'Natalie Mimms', 'Shadae Mitchell', 'Oleika Redd', 'Tommy Foxhill', 'Ben Bladon', 'Tony DeMil', 'Ernest Emmanuel Peeples', 'Joseph Sanders', 'Brett Chesebro', 'Carl Collanus', 'Jay Dersahagian', 'Rusty Dumhoff', 'Mark Fiedler', 'Alex Flash', 'Matt Harding', 'Richard Lariviere', 'Bob Lawton', 'Ernest Lee Wilson, Jr.', 'Josh Locy', 'Pedro Armando Medina', 'Thomas Nash', 'Bill Pierce', 'Michael Worden', 'Kyle Williams', 'Andrew Romano', 'Sophie Hall', 'Angelo Diaz', 'Rico Paris', 'Michael Aceveda', 'Anibal Echevarria Bonet', 'Max Guevara', 'Harold Hernandez', 'David Rodriguez', 'Bernard Lyght', 'Michael Opal', 'Eric Salas', 'Doug Walker', 'Jarquale Stewart', 'Drew Rin Varick', 'Megan Hayes']",,3.53,https://letterboxd.com//film/zola/
45,Cornflower,2019,Sam Evoy,"['Jeremy Allen White', 'Carla Oudin']",1.0,3.25,https://letterboxd.com//film/cornflower/
46,Little Women,2019,Greta Gerwig,"['Saoirse Ronan', 'Florence Pugh', 'Emma Watson', 'Eliza Scanlen', 'Laura Dern', 'Timothée Chalamet', 'Meryl Streep', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Rafael Silva', 'Mason Alban', 'Emily Edström', 'Maryann Plunkett', 'Hadley Robinson', 'Lonnie Farmer', 'Charlotte Kinder', 'Ana Kayne', 'Edgar Damatian', 'Erin Rose', 'Lizzie Short', 'Dash Barber', 'Edward Fletcher', 'Sasha Frolova', 'David J. Curtis', 'Abby Quinn', 'Harper Pilat', 'Eowyn Young', 'Lucy Austin', 'Bill Mootos', 'Lewis D. Wheeler', 'Jen Nikolaisen', 'Jonathon Acorn', 'Lilly Englert', 'J.M. Davis', 'Tom Kemp', ""Daniel O'Shea"", 'Anthony Estrella', 'Adrianne Krstansky', 'Sophia Gialloreto', 'Lily Gavin', 'Finola Weller Baldet', 'Flannery Gregg', 'Tony Tucker', 'Joanne Caidor', 'Rosario Guillen', 'James J. LaBonte', 'Lily Peterson', 'Jared Reinfeldt', 'Amber Rothberg']",,4.17,https://letterboxd.com//film/little-women-2019/
47,I'm No Longer Here,2019,Fernando Frias,"['Juan Daniel Garcia Treviño', 'Bianca Coral Puernte Valenzuela', 'Xueming Angelina Chen', 'Luis Leonardo Zapata', 'Yesica Avigail Silvia Rios', 'Sophia Metcalf', 'Jonathan Espinoza', 'Fanny Tovar', 'Brandon Stanton', 'Tania Alvarado', 'Deyanira Coronado', 'Adriana Arbelaes', 'Kevin Bello', 'Yahir Alday', 'Federico Mallet', 'Christian Sanchez', 'Leonardo Garza', 'Noe Matamoros', 'Chung Tak Cheung', 'Gilberto Rivera', 'Juan Garcia']",,4.0,https://letterboxd.com//film/im-no-longer-here/
48,Corporate Monster,2019,Ruairi Robinson,"['Kett Turton', 'Jenna Coleman', 'Gary Murphy', 'Patrick Joseph Byrnes', 'Kris Edlund', 'Megan Woods Kegan', 'Mike Kelly', 'Alphonso Cox', 'Jimmy Doom', 'Raffi Elias', 'Kenneth Laws', 'Phillip Stockley', 'Shakkawan Ali Ahmed', 'Nigel Brennan', 'Lindsay Cashin', 'Nigel Davey', 'Amy Earley', 'Kevin Fischer', 'David Head', 'Mark Anthony Healy', 'Jeremy Hunt', 'Caitriona Kelly', 'Edward Kennedy', 'Brian Killeen', 'Linzi Leeper', 'Donna Lyons', 'Lynn McDevitt', 'Eoghan McKenna', 'Gavan Murphy', 'Anne Myler', 'Robin Oree', ""Sharon O'Keefe"", ""Deirdre O'Riordan"", 'Denise Pattison', 'Eoin Rogers', 'Siobhan Stella', 'Dennis Stokes', 'Sharon Sutton', 'Amanda Walshe', 'Peter Williams', 'Frances Winston']",,3.07,https://letterboxd.com//film/corporate-monster/
49,Parasite,2019,Bong Joon-ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Cho Jae-myung', 'Jeong Ik-han', 'Kim Gyu-baek', 'Ahn Seong-bong', 'Yoon Young-woo', 'Park Jae-wook', 'Lee Dong-yong', 'Jeon Eun-mi', 'Kim Geon', 'Lee Joo-hyung', 'Lee Ji-hye', 'Kim Bo-ryeong', 'Park Hye-sook', 'Baek Seung-hwan', 'Riccardo Ferraresso', 'Ko Kwan-jae', 'Lee Si-hoon', 'Seo Bok-hyeon', 'Shim Soo-mi', 'Yoon Hye-ree', 'Andreas Fronk', 'Anna Elisabeth Rihlmann', 'Rosie Peralta', 'Shin Seung-min', 'Park Seo-jun', 'Kwak Sin-ae', 'Choi Jeong-hyun', 'Kim Ha-eon', 'Lee Eun-hee', 'Choi Ji-won', 'Park Jae-wan', 'Hwang In-gyeong', 'Kim Yeong-jo']",5.0,4.57,https://letterboxd.com//film/parasite-2019/
50,Once Upon a Time… in Hollywood,2019,Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley', 'Timothy Olyphant', 'Julia Butters', 'Austin Butler', 'Dakota Fanning', 'Bruce Dern', 'Mike Moh', 'Luke Perry', 'Damian Lewis', 'Al Pacino', 'Nicholas Hammond', 'Samantha Robinson', 'Rafał Zawierucha', 'Lorenza Izzo', 'Costa Ronin', 'Damon Herriman', 'Lena Dunham', 'Madisen Beaty', 'Mikey Madison', 'James Landry Hébert', 'Maya Hawke', 'Victoria Pedretti', 'Sydney Sweeney', 'Harley Quinn Smith', 'Dallas Jay Hunter', 'Kansas Bowling', 'Parker Love Bowling', 'Cassidy Vick Hice', 'Ruby Rose Skotchdopole', 'Danielle Harris', 'Josephine Valentina Clark', 'Scoot McNairy', 'Clifton Collins Jr.', 'Marco Rodríguez', 'Ramón Franco', 'Raúl Cardona', 'Courtney Hoffman', 'Dreama Walker', 'Rachel Redleaf', 'Rebecca Rittenhouse', 'Rumer Willis', 'Spencer Garrett', 'Clu Gulager', 'Martin Kove', 'Rebecca Gayheart', 'Kurt Russell', 'Zoë Bell', 'Michael Madsen', 'Perla Haney-Jardine', 'James Remar', 'Monica Staggs', 'Craig Stark', 'Keith Jefferson', 'Omar Doom', 'Kate Berlant', 'Victoria Truscott', 'Allison Yaple', 'Bruce Del Castillo', 'Brenda Vaccaro', 'Lew Temple', 'Daniella Pick', 'David Steen', 'Mark Warrack', 'Gabriela Flores', 'Heba Thorisdottir', 'Breanna Wing', 'Kenneth Sonny Donato', 'Sergio Gonzalez', ""Casey O'Neill"", 'Michael Graham', 'Emile Williams', 'Vincent Laresca', 'JLouis Mills', 'Gilbert Saldivar', 'Maurice Compte', 'Eddie Perez', 'Hugh McCallum', 'Zander Grable', 'Ed Regine', 'Michael Bissett', 'Lenny Langley Jr.', 'Gillian M. Berrow', 'Chad Ridgely', 'Chic Daniel', 'Corey Burton', 'Michaela Sprague', 'Ryan Ramirez', 'Kayla Jenee Radomski', 'Kerry Westcott', 'William DeAtley', 'Brianna Joy Chomer', 'Quentin Tarantino', 'Johnny Otto', 'Gina Aponte']",,3.77,https://letterboxd.com//film/once-upon-a-time-in-hollywood/
51,Portrait of a Lady on Fire,2019,Céline Sciamma,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou', 'Michèle Clément', 'Cécile Morel']",,4.42,https://letterboxd.com//film/portrait-of-a-lady-on-fire/
52,The Lighthouse,2019,Robert Eggers,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']",,4.04,https://letterboxd.com//film/the-lighthouse-2019/
53,One Breath Around The World,2019,Guillaume Néry,['Guillaume Néry'],3.5,4.24,https://letterboxd.com//film/one-breath-around-the-world/
54,Niggun,2019,Yoni Salmon,"['Yuval Rapaport', 'Amitai Kedar']",2.0,,https://letterboxd.com//film/niggun/
55,Wet City,2019,"Nate Sherman, Nick Vokey",['Sean Wing'],,3.88,https://letterboxd.com//film/wet-city/
56,Smash and Grab,2019,Brian Larsen,['Kenny Pickett'],,3.26,https://letterboxd.com//film/smash-and-grab-2019/
57,Kitbull,2019,Rosana Sullivan,,,4.13,https://letterboxd.com//film/kitbull/
58,Spider-Man: Into the Spider-Verse,2018,"Rodney Rothman, Peter Ramsey","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Luna Lauren Velez', 'Zoë Kravitz', 'John Mulaney', 'Kimiko Glenn', 'Nicolas Cage', 'Kathryn Hahn', 'Liev Schreiber', 'Chris Pine', 'Natalie Morales', 'Edwin H. Bravo', 'Oscar Isaac', 'Greta Lee', 'Stan Lee', 'Jorma Taccone', 'Joaquín Cosío', ""Marvin 'Krondon' Jones III"", 'Kim Yarbrough', 'Lake Bell', 'Jessica Mikayla Adams', 'Gredel Berrios Calladine', 'Sarah D. Cole', 'Kelby Joseph', 'Mimi Davila', 'Claudia Choi', 'Melanie Haynes', 'Joseph Izzo', 'Nick Jaine', 'Muneeb Rehman', 'Carlos Zaragoza', 'Post Malone', 'David Applebee', 'Juan Carlos Arvelo', 'Adam Brown', 'Jon Bruno', 'Darcy Rose Byrnes', 'Oscar Camacho', 'June Christopher', 'Alycia Cooper', 'Michelle Jubilee Gonzalez', 'Terrence Hardy Jr.', 'Bridget Hoffman', 'Rif Hutton', 'Miguel Jiron', 'Harrison Knight', 'Lex Lang', 'Donna Lynn Leavy', 'Andrew Leviton', 'Caitlin McKenna', 'Scott Menville', 'Christopher Miller', 'Arthur Ortiz', 'Juan Pacheco', 'Devika Parikh', ""Shakira Ja'nai Paye"", 'Courtney Peldon', 'Chrystee Pharris', 'Jacqueline Pinol', 'Juan Pope', 'Al Rodrigo', 'Joseph Sanfelippo', 'Justin Shenkarow', 'Dennis Singletary', 'Warren Sroka', 'Melissa Sturm', 'Holly Walker', 'Jason Linere-White', 'Ruby Zalduondo', 'Ruth Zalduondo', 'Cliff Robertson']",,4.44,https://letterboxd.com//film/spider-man-into-the-spider-verse/
59,Green Book,2018,Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']",,3.69,https://letterboxd.com//film/green-book/
60,Suspiria,2018,Luca Guadagnino,"['Dakota Johnson', 'Tilda Swinton', 'Mia Goth', 'Angela Winkler', 'Ingrid Caven', 'Chloë Grace Moretz', 'Elena Fokina', 'Sylvie Testud', 'Renée Soutendijk', 'Christine Leboutte', 'Małgorzata Bela', 'Fabrizia Sacchi', 'Jessica Harper', 'Jessica Batut', 'Alek Wek', 'Vincenza Modica', 'Vanda Capriolo', 'Brigitte Cuvelier', 'Gala Moody', 'Anne-Lise Brevers', 'Sara Sguotti', 'Halla Thordardottir', 'Olivia Ancona', 'Marjolaine Uscotti', 'Sharon Campbell', 'Elfriede Hock', 'Iaia Ferri', 'Clémentine Houdart', 'Charo Calvo', 'Stephanie McMann', 'Majon van der Schot', 'Maria Bregianni', 'Josepha Madoki', 'Navala Chaudhari', 'Karina El Amrani', 'Doris Hick', 'Mikael Olsson', 'Fred Kelemen', 'Greta Bohacek', 'Joel-Dennis Bienstock', 'Toby Ashraf']",,3.76,https://letterboxd.com//film/suspiria-2018/
61,The Ballad of Buster Scruggs,2018,"Joel Coen, Ethan Coen","['Tim Blake Nelson', 'James Franco', 'Zoe Kazan', 'Liam Neeson', 'Tom Waits', 'Tyne Daly', 'Brendan Gleeson', ""Jonjo O'Neill"", 'Saul Rubinek', 'Chelcie Ross', 'Bill Heck', 'Harry Melling', 'Willie Watson', 'E.E. Bell', 'David Krumholtz', 'Tom Proctor', 'Clancy Brown', 'Stephen Root', 'Ralph Ineson', 'Jesse Luken', 'Sam Dillon', 'Grainger Hines', 'Jefferson Mays', 'Ethan Dubin', 'Matthew Willig', 'Paul Rae', 'Tim DeZarn', 'Martin Palmer', 'Danny McCarthy', 'Billy Lockwood', 'Jackamoe Buzzell', 'J. Nathan Simmons', 'Katy Bodenhamer', 'Jiji Hise', 'Austin Rising', 'Stephen R. Estler', 'Grace LeSueur', 'Eric Petersen', 'Jesse Youngblood', 'Bill Foster']",,3.6,https://letterboxd.com//film/the-ballad-of-buster-scruggs/
62,The Great Buster: A Celebration,2018,Peter Bogdanovich,"['Peter Bogdanovich', 'Buster Keaton', 'James Karen', 'Dick Van Dyke', 'Johnny Knoxville', 'Paul Dooley', 'French Stewart', 'Richard Lewis', 'Carl Reiner', 'Bill Hader', 'Mel Brooks', 'Cybill Shepherd', 'Werner Herzog', 'Jon Watts', 'Nick Kroll', 'Quentin Tarantino', 'Leonard Maltin', 'Ben Mankiewicz', 'Bill Irwin', 'Norman Lloyd', 'Orson Welles', 'Bob Borgen', 'Patricia Eliot Tobias', 'James Curtis', 'Tom Holland']",3.5,3.66,https://letterboxd.com//film/the-great-buster-a-celebration/
63,Roma,2018,Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta', 'Marco Graf', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Fernando Grediaga', 'Jorge Antonio Guerrero', 'José Manuel Guerrero Mendoza', 'Andy Cortés', 'Victor Manuel Resendiz Ruiz', 'Zarela Lizbeth Chinolla Arellano', 'José Luis López Gómez', 'Edwin Mendoza Ramírez', 'Clementina Guadarrama', 'Enoc Leaño', 'Nicolás Peréz Taylor Félix', 'Kjartan Halvorsen']",,4.04,https://letterboxd.com//film/roma-2018/
64,Widdershins,2018,Simon P. Biggs,"['Brian Cox', 'Jam Gray']",1.0,3.15,https://letterboxd.com//film/widdershins/
65,Purl,2018,Kristen Lester,"[""Bret 'Brook' Parker"", 'Emily Davis', 'Michael Daley', 'Michael Frederickson', 'Erik Langley', 'Jimmy Lillard', 'Austin Madison', 'Kelsey Mann', 'Kyle McDaniel', 'Victor Navone', 'Michael Yates', 'Aphton Corbin', 'Mitra Shahidi', 'Domee Shi']",,3.2,https://letterboxd.com//film/purl/
66,Incredibles 2,2018,Brad Bird,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner', 'Samuel L. Jackson', 'Bob Odenkirk', 'Catherine Keener', 'Jonathan Banks', 'Eli Fucile', 'Nicholas Bird', 'Bill Wise', 'Brad Bird', 'Michael Bird', 'Sophia Bush', 'Phil LaMarr', 'Paul Eiding', 'Isabella Rossellini', 'John Ratzenberger', 'Barry Bostwick', 'Adam Rodríguez', 'Jere Burns', 'Kimberly Adair Clark', 'Usher', 'Adam Gates', 'Michael B. Johnson']",,3.49,https://letterboxd.com//film/incredibles-2/
67,Happy as Lazzaro,2018,Alice Rohrwacher,"['Adriano Tardiolo', 'Agnese Graziani', 'Luca Chikovani', 'Alba Rohrwacher', 'Sergi López', 'Tommaso Ragno', 'Natalino Balasso', 'Nicoletta Braschi', 'Carlo Massimino', 'Daria Pascal Attolini', 'Maddalena Baiocco', 'Giulia Caccavello', 'Annunziata Capretto', 'Alessandro Genovesi', 'Davide Denci', 'Edoardo Montalto', 'Leonardo Nigro', 'Gala Othero Winter', 'Iris Pulvano', 'Ettore Scarpa', 'Pasqualina Scuncia', 'Carlo Tarmati', 'Pascal Tréguy', 'Daria Deflorian', 'Elisabetta Rocchetti', 'Luciano Vergaro', 'Annibale De Luca', 'Giuseppe Corsini', 'Marcello Duranti', 'Marco Donno', 'Nicola Sorci', 'Sofia Stangherlin', 'Silvia Lucarini', 'Cinzia de Luca', 'Lucia Centoscudi', 'Anita Crucitti', 'David Bennent', 'Antonio Salines']",,3.91,https://letterboxd.com//film/happy-as-lazzaro/
68,Cold War,2018,Paweł Pawlikowski,"['Joanna Kulig', 'Tomasz Kot', 'Borys Szyc', 'Agata Kulesza', 'Cédric Kahn', 'Jeanne Balibar', 'Adam Woronowicz', 'Adam Ferency', 'Adam Szyszkowski', 'Dražen Šivak', 'Slavko Sobin', 'Aloïse Sauvage']",4.0,3.96,https://letterboxd.com//film/cold-war-2018/
69,Bao,2018,Domee Shi,"['Daniel Kailin', 'Sindy Lau', 'Sharmaine Yeoh', 'Tim Zhang']",,3.89,https://letterboxd.com//film/bao-2018/
